Por otra parte, ha reconocido la importancia de seguir avanzando en desentrañar los mecanismos que dan lugar al Trastorno del Espectro del Autismo (TEA);desentrañar;mecanismos;TEA;espectro;;;;;;;;;;;;;;
Con el objetivo de proporcionar un espacio de encuentro de carácter pluridisciplinar y abierto, para analizar las implicaciones de los distintos agentes que trabajan en el campo de la discapacidad y establecer estrategias para el diseño de un sistema integral, eficiente y sostenible para la plena inclusión, el Salón de Actos del Palacio Autonómico acogerá los días 28 y 29 de noviembre las Terceras Jornadas sobre la Discapacidad.;proporcionar;pluridisciplinar;analizar;implicaciones;establecer;estrategias;integral;eficiente;sostenible;jornadas;;;;;;;;
Todos coincidieron en poner de manifiesto la importancia de tomarse en serio el cumplimiento de los ODS, en tanto que su cometido es reducir desigualdades y mejorar la calidad de vida de muchas personas, entre ellas las que tienen discapacidad.;manifiesto;poner de manifiesto;ODS;cometido;calidad de vida;;;;;;;;;;;;;
Los vencejos, las golondrinas, las insectívoras en general están bajando de una forma acelerada;vencejos;insectívoras;;;;;;;;;;;;;;;;
Por otra parte, le corresponde emitir dictámenes técnicos y recomendaciones y desarrollar actividades como órgano técnico de encuentro, reflexión, debate y propuesta, así como difundir y promover el más amplio conocimiento de la discapacidad.;emitir;dictámenes técnicos;órgano;reflexión;promover;difundir;;;;;;;;;;;;
La aprobación para llevar a la práctica asistencial esta terapia celular llega después de 20 años de investigaciones y la publicación de cuatro ensayos clínicos dirigidos por el Dr;práctica asistencial;asistencial;terapia;celular;ensayos clínicos;;;;;;;;;;;;;
” El progresivo envejecimiento de la población, que es el principal factor de riesgo para muchas de las enfermedades neurológicas, es uno de los principales motivos que justifican estos incrementos;progresivo;factor;riesgo;neurológicas;incrementos;;;;;;;;;;;;;
Su semilla está envuelta por una cáscara formada sobre todo por celulosa, que es el componente fundamental de la fibra dietética;celulosa;componente;fibra;dietética;;;;;;;;;;;;;;
“La ciencia y la investigación son una herramienta fundamental y tenemos que seguir impulsándola para hallar tratamientos que mejoren la calidad de vida de las personas con TEA y, en un futuro, alcanzar su curación”.;impulsándola;calidad de vida;TEA;tratamiento;;;;;;;;;;;;;;
El  tipo de entrenamiento de fuerza indicado por el fisioterapeuta puede reducir efectivamente la presión en hombres y mujeres mayores;fisioterapeutas;efectivamente;reducir;;;;;;;;;;;;;;;
Esto hizo que esos genes ahorradores fueran favorecidos por la evolución quizá por miles de años y eso llevó a que se hicieran más comunes, especialmente en lugares sometidos a hambrunas;genes;evolución;especialmente;hambrunas;;;;;;;;;;;;;;
“Para todos estos grupos de pacientes, es imprescindible una correcta evaluación al ingreso del riesgo de DO y malnutrición, asociadas a la severidad clínica de los diferentes síndromes COVID-19 que han desarrollado y a las necesidades médicas que han requerido, como pueden ser la intubación o la ventilación mecánica”;ingreso;riesgo;DO;malnutrición;severidad;síndromes;Covid19;intubación;ventilación mecánica;requerido;;;;;;;;
Hemos de tener reservas estratégicas que nos blinden para que no volvamos a ser el país con más proporción de sanitarios contagiados;reservas estratégicas;estratégicas;blinden;proporción;;;;;;;;;;;;;;
De hecho, la mayoría de autonomías remiten a la Oadis a los ayuntamientos y argumentan que la concesión de dichas licencias y el cumplimiento del porcentaje del 5 por 100 se trata de una competencia municipal;oadis;concesión;licencias;porcentaje;5 por 100;competencia;;;;;;;;;;;;
Tiene sus ventajas y sus inconvenientes, como todo en la vida, de una manera un poco sofisticada podríamos decir que es un grupo de gente que huele bien y está bien vestida y que no va a pie, mira y analiza aquello que ha hecho la gente que no tenía qué comer, que no tenía qué vestir y que tenía que trabajar duro y que son las esencias de un país, son los miles y miles de personas que conforman un país que trabajan, sufren, viven, lloran, nacen, mueren;sofisticada;analiza;esencias;;;;;;;;;;;;;;;
José Carlos es un hacha;es un hacha;;;;;;;;;;;;;;;;;
Asimismo, se han contemplado las aportaciones de las comunidades autónomas y las entidades locales.;contemplado;aportaciones;;;;;;;;;;;;;;;;
La cefalea en racimos es una enfermedad muy dinámica, en la que los pacientes alternan periodos sintomáticos y asintomáticos;cefalea;racimos;dinámica;sintomáticos;asintomáticos;;;;;;;;;;;;;
“Teniendo en cuenta estos datos, actualmente, dos enfermedades neurológicas, el ictus y el Alzheimer, figuran entre las enfermedades que más recursos demandan tanto en ingresos y como en el número de estancias hospitalarias;neurológicas;ictus;alzheimer;estancias;recursos;;;;;;;;;;;;;
Nuestra misión:;misión;;;;;;;;;;;;;;;;;
"En concreto, las variables de calidad de la dieta que más se asocian con tasas reducidas de impedimento físico incidente se refieren a un mayor consumo de frutas y verduras; menor consumo de bebidas azucaradas, de grasas insaturadas trans, de sodio y la ingesta moderada de alcohol";variables;tasas;impedimento;incidente;grasas insaturadas trans;insaturadas;trans;socio;ingesta;;;;;;;;;
Posteriormente, informa sobre el conflicto de los Balcanes y viaja a Yugoslavia en el momento de la desmembración del país: “Croacia ya se había separado y Bosnia estaba en vías de hacerlo”.;desmembración;en vías;;;;;;;;;;;;;;;;
De esta manera, y con el fin de poner en común progresos obtenidos hasta la fecha y marcar planes de acción futuros, una docena de profesionales representantes de este consorcio europeo han visitado la sede de Ageing Lab para mantener una reunión de proyecto entre todas las entidades que están trabajando en esta ambiciosa iniciativa;planes de acción;consorcio;ambiciosa;iniciativa;;;;;;;;;;;;;;
También, cuando se puedan realizar, las pruebas de neuroimagen es probable que lo confirmen.;neuroimagen;;;;;;;;;;;;;;;;;
Desde 1896, Nutricia ha sido pionera en ofrecer soluciones nutricionales que ayuden a las personas a vivir más tiempo, con una mejor calidad de vida;nutricionales;calidad de vida;;;;;;;;;;;;;;;;
Casi un siglo después el Museo del Prado y la Fundación Biodiversidad del Ministerio de Agricultura, Alimentación y Medio Ambiente proponen un paseo por el Parque Nacional de la Sierra de Guadarrama, (el de más reciente creación, 2013) a través de la mirada de los centenarios lienzos de pintores que recrearon sus cumbres en los óleos creados con motivo de las visitas de la familia real y otras excursiones a los alrededores de Madrid;Fundación Biodiversidad;lienzos;cumbres;óleos;;;;;;;;;;;;;;
La importancia de la estimulación cognitiva;estimulación;cognitiva;;;;;;;;;;;;;;;;
El doctor Cano Plasencia imparte una ponencia sobre el «mielomeningocele» en el CRMF de San Fernando;imparte;ponencia;mielomeningocele;CRMF;;;;;;;;;;;;;;
España aboga en el seno del G20 por la puesta en marcha de políticas de envejecimiento saludable;aboga;G20;;;;;;;;;;;;;;;;
También se ha referido al llamado ‘Efecto Glasgow”, definido por el epidemiólogo Michael Marmot, que presidió la Comisión sobre los determinantes sociales de la salud de la OMS;efecto glasgow;epidemiólogo;determinantes;OMS;determinantes sociales;;;;;;;;;;;;;
El objetivo del programa es facilitar los recursos económicos y de apoyo necesarios para que este colectivo pueda desarrollar su actividad educativa y lograr unas mayores tasas de empleabilidad;recursos;colectivo;tasas;empleabilidad;;;;;;;;;;;;;;
No obstante,  este incremento supone solamente un 5 por ciento de los fondos del Museo pues en sus almacenes se acumulan más de 15.000 obras de arte.;incremento;5 por ciento;fondos;15.000;;;;;;;;;;;;;;
Realizada por el escultor Julio López Hernández en 1984 hubo de esperar diez años para poder ocupar su lugar debido a las obras de remodelación que entonces se realizaban en la plaza;remodelación;;;;;;;;;;;;;;;;;
Llamamiento para suprimir el IVA de este producto esencial;IVA;esencia;;;;;;;;;;;;;;;;
También es importante revisar la gobernanza del SNS para avanzar en un sistema más cohesionado”;SNS;gobernanza;cohesionado;;;;;;;;;;;;;;;
El directo tendrá lugar el 29 de abril a partir de las 17:00 horas a través de la herramienta de videoconferencias de Google, MEET;17:00;videoconferencias;MEET;;;;;;;;;;;;;;;
Esta información se actualiza diariamente en la página web del Ministerio de Sanidad, Consumo y Bienestar Social (www.mscbs.es) Los ciudadanos, además, podrán suscribirse hasta el 15 de septiembre a un servicio para recibir en el correo electrónico y en el teléfono móvil la predicción de las temperaturas y el nivel de riesgo de la provincia solicitada;bienestar social;suscribirse;riesgo;;;;;;;;;;;;;;;
La migraña, relativamente benigna pero con un impacto muy negativo en la calidad de vida de quienes la sufren, el ictus, enfermedades neurodegenerativas (como la enfermedad de Alzheimer o la enfermedad de Parkinson) y la epilepsia, son las patologías neurológicas más frecuentes en nuestro país;migraña;benigna;calidad de vida;ictus;neurodegenerativas;alzheimer;parkinson;epilepsia;patologías;neurológicas;;;;;;;;
Era una zona con numerosos mesones y tabernas en pleno centro de la ciudad, también había un buen número de mancebías o casas de lenocinio, convirtiendo el barrio en una especie de barrio chino del Siglo de Oro;mancebías;lenocinio;siglo de oro;;;;;;;;;;;;;;;
El Real Patronato sobre Discapacidad es un organismo autónomo de la Administración General del Estado, que tiene encomendada, entre otras funciones recogidas en el artículo 3 de su Estatuto, promover la aplicación de los derechos humanos, los ideales humanísticos, los conocimientos científicos y los desarrollos técnicos a las acciones sobre discapacidad, facilitar la colaboración entre distintas instituciones, prestar apoyos a organismos en materia de estudios, investigación y desarrollo, inform;patronato;organismo autónomo;organismo;administración general del estado;encomendada;estatuto;aplicación;humanísticos;materia;;;;;;;;;
"El ministro señaló que, además de este impacto ""extraordinario "" de reducción de pobreza entre quienes tienen las rentas más bajas, esta prestación persigue su inclusión e integración social: ""Ese será el éxito final, que estas personas puedan desenvolverse mejor en la sociedad "".";reducción;rentas;;;;;;;;;;;;;;;;
Para que los mayores puedan mantener esa calidad de vida, es importante que puedan desenvolverse con normalidad en sus desplazamientos, bien sea como peatón, conductor o viajero;calidad de vida;desplazamientos;;;;;;;;;;;;;;;;
"Después de haber escrito miles de artículos periodísticos –muchos de los cuales en la revista “Sesenta y Más”- y un total de 106 libros, muchos de ellos con amplias reediciones y traducidos a numerosos idiomas, puedes imaginarte que la experiencia acumulada resulta sorprendente, en todos los sentidos, porque cada trabajo ha supuesto una experiencia, siendo probablemente la más gratificante el conocer a personas muy interesantes; todas ellas me han aportado una información de lo más valiosa, porq";reediciones;gratificante;;;;;;;;;;;;;;;;
Por ello, los fisioterapeutas de estas cuatro comunidades autónomas se han unido para emitir una serie de recomendaciones que ayuden a los mayores a prevenir las caídas.;fisioterapeutas;emitir;;;;;;;;;;;;;;;;
Van Gogh, que había nacido el 30 de marzo de 1853 en Zundert, Países Bajos,  trabajó como marchante de arte con escaso éxito, fue predicador oficio que dejó para dedicarse plenamente a la pintura;marchante;plenamente;predicador;;;;;;;;;;;;;;;
Su misión es la protección a las personas y la mejora de la salud de la población fomentando el uso idóneo de las vacunas para la prevención de enfermedades infecciosas, contribuyendo con ello a una mayor esperanza y calidad de vida;misión;fomentando;idóneo;calidad de vida;infecciosas;;;;;;;;;;;;;
Laura Rosiñol, jefa de la Unidad de Amiloidosis y Mieloma del Clinic;amiloidosis;mieloma;;;;;;;;;;;;;;;;
Al profundizar en la encuesta en qué era lo que más echaban en falta de sus familiares o haber hecho con ellos durante el confinamiento, los resultados obtenidos han sido:;profundizar;confinamiento;;;;;;;;;;;;;;;;
El segundo son las personas con miopía (recordamos que en 20-30 años está previsto que el 50% de la población mundial sea miope);miopía;50%;miope;;;;;;;;;;;;;;;
Yo estoy obligado a hacerlo de este modo y quizás por eso me ha sido más fácil conseguir llegar a un grado digamos de agudeza para identificar a los pájaros;agudeza;grado;;;;;;;;;;;;;;;;
Los deportistas profesionales y federados podrán empezar a entrenar de forma individual.;federados;;;;;;;;;;;;;;;;;
Actualmente, en España, cada año, mueren unas 27.000 personas a causa del ictus, una cifra que también se prevé que se incremente un 39% en 2035;27.000;ictus;incremente;39%;;;;;;;;;;;;;;
Es responsable de la sección de Divulgación “Ciencia para todos” de la Sociedad Española de Bioquímica y Biología Molecular, de la que fue Secretaria Científica entre 2008-2014;divulgación;bioquímica;biología molecular;molecular;;;;;;;;;;;;;;
Agapito recopiló su cancionero, le dieron un premio, lo presentó pero como vino la guerra no se lo pudieron editar y ahí se quedó ese cancionero;editar;;;;;;;;;;;;;;;;;
Finalmente, la ministra ha destacado que también se está vigilante con el incremento de adolescentes con discapacidades psicosociales derivados de Trastornos del Espectro del Autismo o de enfermedades de Salud Mental;incremento;psicosociales;discapacidades psicosociales;espectro;;;;;;;;;;;;;;
La técnica de inyección correcta permite reducir los episodios de hipoglucemia;hipoglucemia;;;;;;;;;;;;;;;;;
Y siempre es aconsejable una dieta rica en frutas y hortalizas, ya que también contribuye a la ingesta de agua.;ingesta;;;;;;;;;;;;;;;;;
Cuando murió en Auvers-sur-Oise a los 37 años sus cuadros se amontonaban, sin que nadie se interesase por ellos, en armarios desvanes o habitaciones de amigos, familiares o acreedores, sin embargo Van Gogh era el artista que en su corta y tempestuosa vida había creado una ingente obra que con el tiempo habría de cambiar el curso del arte para siempre, un creador cuya influencia en el arte posterior es incuestionable.;tempestuosa;ingente;incuestionable;;;;;;;;;;;;;;;
Por ejemplo una de las que entiendo más importantes es el papel que juegan los factores proinflamatorios en la génesis del alzheimer;proinflamatorios;génesis;alzheimer;;;;;;;;;;;;;;;
Con el tiempo la calle del Mentidero cambió su nombre por calle del León pues en una de sus casas de un vecino podía ver a un león enjaulado previo pago de un par de maravedíes.;maravedíes;;;;;;;;;;;;;;;;;
El Colegio Profesional de Fisioterapeutas de la Comunidad de Madrid  es una organización que representa a nivel autonómico a más de 8.200 fisioterapeutas;fisioterapeutas;;;;;;;;;;;;;;;;;
Además, los alimentos cocinados provocan cambios en el tamaño y en la apariencia de la glándula pituitaria, agotan sus enzimas más las generadas por el páncreas y la tiroides;glándula;pituitaria;enzimas;páncreas;tiroides;;;;;;;;;;;;;
"Además, hace énfasis en que ""el mensaje que nos deja este estudio es que el consumo de una dieta saludable, incluyendo ciertos alimentos como las nueces y otros alimentos completos, pueden ayudar a las personas mayores a mantener la capacidad de realizar las tareas básicas cotidianas a medida que envejecen; como por ejemplo, cargar las compras o vestirse ellos mismos"".";énfasis;alimentos completos;;;;;;;;;;;;;;;;
Ha explicado que “a medida que la capacidad de curación de enfermedades es mayor, es aún más importante aceptar que el poder de la Medicina no es absoluto”;absoluto;;;;;;;;;;;;;;;;;
Es la primera vez que se realiza educación sanitaria a la ciudadanía de forma ordenada, sistematizada, independiente y homogénea en el Sistema Nacional de Salud;sistematizada;homogénea;sistema nacional de salud;;;;;;;;;;;;;;;
Me gustaría que este órgano tan importante, en los tiempos que corren, se reuniera más veces a lo largo del año.;órgano;;;;;;;;;;;;;;;;;
cepa análoga a B/Colorado/06/2017 (linaje B/Victoria/2/87);cepa análoga;cepa;análoga ;B/Colorado/06/2017;B/Victoria/2/87;linaje;;;;;;;;;;;;
Por el contrario, una carencia en la hidratación ocasionará que nuestro cuerpo almacene más agua si cabe, pues ante la ausencia de la cantidad suficiente, comenzará a acumularla al atravesar una situación de escasez.;hidratación;escasez;ausencia;;;;;;;;;;;;;;;
Buscando el origen mineral de un instrumento de piedra, de un sílex hallado en la cueva de Gorham, no lográbamos encontrarlo por ninguna parte;sílex;;;;;;;;;;;;;;;;;
El salón Dorado del Muikverein vienes contará para la ocasión de numerosas flores gracias al esfuerzo de jardineros y viveros de todo el país, que se sumarán a las que tradicionalmente regala la ciudad italiana de San remo.;viveros;tradicionalmente;;;;;;;;;;;;;;;;
Generalmente los pacientes con dolor neuropático precisan la utilización de dos o más fármacos para esta dolencia, además de llevar a cabo otras opciones terapéuticas alternativas no farmacológicas, para ayudarles a convivir con su dolor, como por ejemplo, fisioterapia, tratamiento psicológico, terapia cognitivo-conductual, etc;geeralmente;neuropático;fármacos;dolencia;terapéuticas;alternativas;farmacológicas;fisioterapia;terapia;cognitivo-conductual;;;;;;;;
Pese a ello, Carcedo ha señalado que sí ha sido posible recuperar el pasado mes de marzo las cotizaciones de las cuidadoras familiares a cargo de la Seguridad Social;cotizaciones;;;;;;;;;;;;;;;;;
Prevalece la idea en España de que no han existido pensadores de relevancia a lo largo del siglo XX;prevalece;XX;relevancia;pensadores;;;;;;;;;;;;;;
"El paso de una fase a otra en cada lugar se determinará en función de las capacidades estratégicas de su sistema sanitario de atención primaria y hospitalario; su situación epidemiológica; la implantación de medidas de protección colectiva en comercios, transportes, centros de trabajo y en cualquier espacio público, y en los datos de movilidad y económicos.";estratégicas;atención primaria;epidemiológica;implantación;colectiva;;;;;;;;;;;;;
¿Podría decirnos a qué organización representa y cuántos socios la componen?;componen;;;;;;;;;;;;;;;;;
y se amplían indicaciones de algunos productos ya existentes (cojines para prevenir úlceras por presión, sillas de ruedas especiales para usuarios activos), cubriendo así necesidades que hasta ahora no lo estaban;úlceras;úlceras por presión;;;;;;;;;;;;;;;;
La ministra ha señalado que los datos del Eurobarómetro de 2019 sobre las actitudes y creencias de la ciudadanía europea hacia la vacunación ponen de manifiesto que España es uno de los países donde se tiene más conciencia sobre las vacunas: un 69% frente al 52% de la media de los encuestados europeos;eurobarómetro;ponen de manifiesto;manifiesto;69%;52%;;;;;;;;;;;;;
Mascarillas con filtro;;;;;;;;;;;;;;;;;;
La nueva campaña, enmarcada dentro de la Estrategia de Salud Sexual y Reproductiva que está actualizando el Ministerio en colaboración con las CCAA y el comité técnico, está dirigida a la población más joven con un objetivo fundamental: “que los jóvenes y las jóvenes usen siempre el preservativo en sus relaciones sexuales, en cualquier situación y circunstancia”.;enmarcada;estrategia;salud sexual;ccaa;comité técnico;;;;;;;;;;;;;
El director del Museo de Gibraltar dará una conferencia en Huerta Grande sobre lo que él también llama el Serengeti mediterráneo, último refugio del planeta para estos homínidos antes de su extinción total.;conferencia;homínidos;extinción;;;;;;;;;;;;;;;
En jóvenes el patrón de consumo difiere del de las personas adultas: de los hombres entre 15 y 34 años, uno de cada 10 se expone mensualmente a los riesgos del consumo intensivo y casi uno de cada 20 lo hace semanalmente.;patrón;intensivo;consumo intensivo;;;;;;;;;;;;;;;
La prevención del HZ está recomendada por sociedades científicas y recogida en un Documento de Consenso, desarrollado en enero de 2014, con el objetivo de facilitar la identificación del HZ en la práctica clínica, mejorar su diagnóstico y tratamiento y prevenir su aparición, de forma que se reduzca el impacto negativo sobre la salud y la calidad de vida de los ciudadanos;HZ;consenso;calidad de vida;;;;;;;;;;;;;;;
Los obstáculos que les pone el hombre, sobre todo tendidos eléctricos y aerogeneradores, por ejemplo;obstáculos;tendidos;aerogeneradores;tendidos eléctricos;;;;;;;;;;;;;;
“No podemos ignorar que el principal reto en esta materia es la falta de vivienda asequible en las grandes ciudades europeas”, ha destacado.;reto;asequible;ignorar;;;;;;;;;;;;;;;
La tabla, pintada por el artista flamenco hacia 1460, llegó al taller con graves heridas en su estructura como efecto de varias vicisitudes que dañaron tanto la estructura  de la tabla como a la propia obra, una caída, sufrió a un incendio, varias restauraciones anteriores que dejaron huellas en el dorso de la tabla en varios intentos de enderezar la tabla;flamenco;estructura;vicisitudes;restauraciones;enderezar;dorso;;;;;;;;;;;;
Para Conesa Meneses “era ante todo un periodista, no se trata de descubrir al gran fotógrafo, sino a alguien que tiene la pasión y la habilidad necesaria para estar allí donde tenía que estar”, por eso llegó a recoger en sus cámaras algunos de los momentos más importantes de la segunda mitad del siglo XX, la lucha por los derechos civiles y la marcha sobre Washington, encabezada por Martin Luther King;XX;encabezada;derechos civiles;;;;;;;;;;;;;;;
Es, y por méritos propios, una de las voces prestigiadas y más reconocidas del periodismo español del último medio siglo;prestigiadas;méritos;;;;;;;;;;;;;;;;
La salud bucodental mejora la calidad de vida de las personas mayores;bucodental;calidad de vida;;;;;;;;;;;;;;;;
También procuro dejar el mejor recuerdo posible;procuro;;;;;;;;;;;;;;;;;
Para la Dra;Dra;;;;;;;;;;;;;;;;;
En la Comunidad de Madrid, Parkinson Madrid estima que 18.000 personas padecen esta patología crónica que afecta al sistema nervioso central y provoca la aparición de síntomas motores muy característicos como rigidez, temblores o lentitud de movimientos, pero también otros menos conocidos como trastornos del habla, problemas de respiración o disfagia (dificultad o imposibilidad para tragar), que deben ser diagnosticados y tratados correctamente desde las fases iniciales porque influyen de manera;Parkinson;18.000;padecen;patología;crónica;afecta;sistema nervioso central;síntomas;motores;trastornos;trastornos del habla;disfagia;diagnosticados;correctamente;;;;
Asociación de Servicio Integral Sectorial para Ancianos (ASISPA);integral;sectorial;asispa;;;;;;;;;;;;;;;
Cuando se le dice que sorprende su carrera, por extensa y tan plural, Aranguren se lo explica así: “Creo que he tenido suerte, bueno, ¡mucha suerte!, en el sentido de que quizá me tocó vivir el periodismo en situaciones y momentos clave;momentos clave;clave;;;;;;;;;;;;;;;;
El abandono del tabaquismo es el primer paso para evitar las exacerbaciones de la EPOC;tabaquismo;exacerbaciones;EPOC;;;;;;;;;;;;;;;
También es importante, en este contexto, ejercitar las habilidades motrices básicas y complejas;ejercitar;motrices;habilidades;;;;;;;;;;;;;;;
Según ha valorado, estos cambios demográficos son reflejo de la solidaridad de la ciudadanía, cuya voluntad ha puesto en marcha “logros tan importantes” como el sistema de protección social y de servicios sociales, la universalización de la atención sanitaria, el sistema de pensiones y el Sistema de Promoción de la Autonomía Personal y Atención a las Personas en situación de Dependencia.;demográficos;solidaridad;protección social;universalización;sistema de promoción de la autonomía personal;autonomía personal;promoción;;;;;;;;;;;
Cómo preparar aperitivos para que las personas con temblores en las extremidades superiores disfruten comiendo con las manos, qué cenar para evitar molestias digestivas o un listado de trucos para elaborar recetas sabrosas, y sin sal, para luchar contra la hipertensión son algunos de los contenidos de ‘Comer puede seguir siendo un placer;extremidades;superiores;digestivas;sabrosas;hipertensión;;;;;;;;;;;;;
Este Centro, que dispone de un conjunto idóneo de instalaciones y profesionales, tiene un ámbito de actuación nacional, por lo que pueden acudir personas con discapacidad que procedan de cualquier punto de España.;instalaciones;ámbito de actuación;ámbito;;;;;;;;;;;;;;;
El Tribunal no observa infracción alguna que justifique la anulación de los pliegos, al entender que “la documentación incorporada al expediente de contratación, unida a la escasa concreción de los argumentos aducidos de contrario por la recurrente, conducen al Tribunal a estimar que el órgano de contratación ha calculado el presupuesto base de licitación y el valor estimado del contrato, acudiendo a datos y procedimientos que permitan aproximarlos a los precios de mercado”;infracción;anulación;pliegos;expediente de contratación;expediente;concreción;argumentos;aducidos;de contrario;recurrente;estimar;órgano de contratación;órgano;presupuesto base;presupuesto;licitación;valor estimado;precios de mercado
Casi 11 millones de españoles marcan la «X Solidaria», un 37% más que hace una década;solidaria;37%;década;;;;;;;;;;;;;;;
También ha reconocido la labor de “las personas voluntarias, las familias, los y las profesionales y todas las personas diagnosticadas que se esfuerzan cada día para superarse y construir una sociedad mejor”.;diagnosticadas;;;;;;;;;;;;;;;;;
Lo que diferencia a esta patología de otros cánceres de sangre es que cursa con dolor, tanto en jóvenes como en mayores;patología;;;;;;;;;;;;;;;;;
Esta es una de las conclusiones del informe que la Oadis ha elaborado tras una queja planteada por el Comité Español de Representantes de Personas con Discapacidad (Cermi), después de que el propio Cermi y Fundación ONCE realizaran un estudio en 2017 que denunciaba que el 63 por 100 de las ciudades analizadas no tenían el mínimo de taxis accesibles exigidos;oadis;cermi;planteada;63 por 100;analizadas;;;;;;;;;;;;;
Incluso cambiamos las lentejas con arroz por el jarrete de cordero, gracias a él;jarrete;;;;;;;;;;;;;;;;;
“A estos datos tenemos que sumar otras tendencias que nos indican que en los últimos años el uso del preservativo ha descendido entre los 15 y 18 años”, ha señalado la ministra;tendencias;descendido;;;;;;;;;;;;;;;;
En su estructura se abordan orientaciones relativas al empleo, orientaciones relativas a la participación en la sociedad, la vida independiente, la no discriminación, igualdad de oportunidades y atención a situaciones de mayor vulnerabilidad;orientaciones;relativas;discriminación;vulnerabilidad;;;;;;;;;;;;;;
“Lo que parece claro es que, a pesar de que en los últimos años ha disminuido la mortalidad y también la incidencia de ictus gracias a la prevención, detección precoz y mejora de la atención neurológica especializada con el desarrollo de las Unidades de Ictus, el aumento de la esperanza de vida y las previsiones de envejecimiento de la población hará que las  cifras de afectados vuelvan a aumentar;disminuido;mortalidad;incidencia;ictus;detección precoz;precoz;neurológica;previsiones;aumentar;;;;;;;;;
Como consecuencia, este inhibe la sensación de hambre, aumenta el gasto de energía en estado de reposo y disminuye la producción de glucosa en el hígado.;inhibe;sensación;reposo;disminuye;glucosa;;;;;;;;;;;;;
En el año 2018 se activó el nivel 3 (rojo o de alto riesgo) del Plan Nacional de Actuaciones Preventivas de los efectos de los excesos de temperaturas sobre la salud en 50 ocasiones, siendo la provincia con mayor número de activaciones de nivel 3 Lleida (8);actuaciones preventivas;excesos;;;;;;;;;;;;;;;;
Creo que deberíamos, los activos, abordarles mucho más y que quizás tengamos incluso parte de la culpa al caer en ciertas posiciones de acomodo.;activos;;;;;;;;;;;;;;;;;
Aunque también puede surgir como una consecuencia post-operatoria, llegando a afectar a entre el 5 y el 85% -dependiendo del tipo de cirugía- de las personas que se someten a una operación quirúrgica;post-operatoria;85%;quirúrgica;;;;;;;;;;;;;;;
Retrasar la progresión de la enfermedad;progresión;;;;;;;;;;;;;;;;;
Isabel se aferra precariamente a su trono y a sus principios, protegida por un pequeño y entregado grupo de espías hábiles y agentes secretos valerosos.;precariamente;se aferra;principios;;;;;;;;;;;;;;;
Y sobre todos ellos flota el agradable aroma de las tradicionales pastas navideñas alemanas (como el “Lebkuchen”), del típico vino caliente (“Glühwein”), de las especias, de las almendras garrapiñadas, de las castañas asadas y de las deliciosas especialidades de la región como los embutidos ahumados de la Selva Negra, la pasta de patata (“Schupfnudeln”) y el chucrut con bacon (“Specksauerkraut”).;lebkuchen;glühwein;especias;garrapiñadas;ahumados;schupfnudeln;chucrut;specksauerkraut;;;;;;;;;;
"Asimismo señaló que estaban ante un doble fenómeno; una imparable urbanización y el incremento de la esperanza de vida";urbanización;fenómeno;;;;;;;;;;;;;;;;
Este tratado internacional marca un punto de inflexión al reconocer por primera vez a los niños, niñas y adolescentes como sujetos de pleno derecho y en su artículo 19 establece el derecho a la protección contra cualquier forma de violencia.;inflexión;punto de inflexión;sujetos;pleno derecho;artículo;;;;;;;;;;;;;
Evolución de la dependencia;evolución;;;;;;;;;;;;;;;;;
Rapaces sí, como los milanos, las águilas calzadas, quebrantahuesos, águilas reales, perdiceras, pigargos…;rapaces;quebrantahuesos;perdiceras;pigargos;;;;;;;;;;;;;;
Desde esta Asociación se solicita también reforzar la atención psicológica en los dispositivos de Salud Mental junto con la dirigida a apoyar a personas con problemas generales de salud;dispositivos;;;;;;;;;;;;;;;;;
Las mascarillas FFP2 con válvula no evitan contagiar a una persona pero sí evitan que nos contagiemos, y las mascarillas FFP2 sin válvula evitan contagiar y que nos contagiemos;fpp2;válvula;;;;;;;;;;;;;;;;
“Cantar una canción y rasguear la guitarra para acompañarte como en la música sudamericana tiene su dificultad, pero cuando te pones a tocar una partitura del siglo XVI y tienes que cantar al mismo tiempo es otra cosa;rasguear;XVI;;;;;;;;;;;;;;;;
La fascinación por el mundo clásico iniciada en el Renacimiento incluyó también al viejo Egipto;renacimiento;fascinación;mundo clásico;;;;;;;;;;;;;;;
Hoy día se estima que unas 60.000 personas precisan en España de tratamientos de hemodiálisis, diálisis peritoneal o trasplante renal y casi la mitad de ellas son mayores de 65 años.;60.000;hemodiálisis;diálisis peritoneal;renal;;;;;;;;;;;;;;
En España, los gastos directos e indirectos asociados a la enfermedad vascular representan el 0,7% del PIB y suponen un 9% del gasto sanitario global;enfermedad vascular;vascular;0,70%;PIB;3%;global;;;;;;;;;;;;
Isabel Varela Nieto es Doctora en Ciencias Químicas, Profesora de Investigación del CSIC y dirige el grupo de investigación de Neurobiología de la Audición;CSIC;neurobiología;audición;;;;;;;;;;;;;;;
Me gusta hacer viajes culturales, tanto desde mi sofá a través de una buena novela o con un grupo de compañeros y compañeras visitando algún lugar que, no siempre tiene que estar lejos, a veces, a la vuelta de la esquina, te encuentras lugares maravillosos, llenos de encanto, con unas gentes magníficas y una gastronomía excelente;;;;;;;;;;;;;;;;;;
Este se convierte en uno de las jóvenes promesas del Kremlin mientras su hermana entrará a formar parte de un grupo activista que promueve la insurrección;Kremlin;activista;insurrección;;;;;;;;;;;;;;;
